Timestamp,CPU_Model,CPU_Cores,CPU_Usage,Mem_Total,Mem_Used,Mem_Percent,Disk_Percent,Temp,GPU_Name
20251213_175129,AMD Ryzen 7 7435HS                             ,16,29.66,23.82,14.35,60.24,97,N/A,N/A
