Timestamp,CPU_Model,CPU_Cores,CPU_Usage,Mem_Total,Mem_Used,Mem_Percent,Disk_Percent,Temp,GPU_Name
20251213_181355,AMD Ryzen 7 7435HS                             ,16,57.81,23.82,15.60,65.49,97,52°C (GPU),NVIDIA GeForce RTX 2050
