Timestamp,CPU_Model,CPU_Cores,CPU_Usage,Mem_Total,Mem_Used,Mem_Percent,Disk_Percent,Temp,GPU_Name
20251213_180638,AMD Ryzen 7 7435HS                             ,16,28.33,23.82,15.30,64.23,97,N/A,N/A
