Timestamp,CPU_Usage(%),Memory_Total(GB),Memory_Used(GB),Memory_Free(GB),Memory_Used(%),Disk_Used(%),Process_Count,Load_1m,Uptime_Days
2025-12-10 15:59:29,.06,11.59,1.89,9.70,16.30,93,79,0.25,0
