Timestamp,CPU_Usage(%),Memory_Total(GB),Memory_Used(GB),Memory_Free(GB),Memory_Used(%),Disk_Used(%),Process_Count,Load_1m,Uptime_Days
2025-12-13 17:42:41,33.27,23.82,13.69,10.13,57.47,97,7,0.52,0
