Timestamp,CPU_Model,CPU_Cores,CPU_Usage,Mem_Total,Mem_Used,Mem_Percent,Disk_Percent,Temp,GPU_Name
20251213_181052,AMD Ryzen 7 7435HS                             ,16,51.35,23.82,15.37,64.52,97,N/A,N/A
