Timestamp,CPU_Usage(%),Memory_Total(GB),Memory_Used(GB),Memory_Free(GB),Memory_Used(%),Disk_Used(%),Process_Count,Load_1m,Uptime_Days
2025-12-10 16:11:51,7.60,23.82,14.12,9.70,59.27,92,8,0.52,0
