Timestamp,CPU_Model,CPU_Cores,CPU_Usage,Mem_Total,Mem_Used,Mem_Percent,Disk_Percent,Temp,GPU_Name
20251213_181434,AMD Ryzen 7 7435HS                             ,16,29.94,23.82,15.55,65.28,97,51°C (GPU),NVIDIA GeForce RTX 2050
